Japanese	English
c3320_三人羽織り_魔方陣Ｂ_ダメージカプセル２	c3320_ three people to put on magic square _ B_ damage capsule 2
c3320_三人羽織り_魔方陣Ｂ_ダメージカプセル３	c3320_ three people to put on magic square _ B_ damage the capsule 3
×　c3320_三人羽織り_魔方陣Ｂ（逆さ）	× c3320_ three people _ cape magic square B ( upside down )
c3330_ビシャーチャ_殴る１	1 hit c3330_ Bishacha _
c3330_ビシャーチャ_殴る２	2 beat c3330_ Bishacha _
c3330_ビシャーチャ_墨を吐く	I spit c3330_ Bishacha _ Sumi
c3330_ビシャーチャ_掴みかかる（走り接近から）	make a snatch c3330_ Bishacha _ ( from running close )
c3330_ビシャーチャ_飛び掛かる（中距離）	take jump c3330_ Bishacha _ ( middle distance )
c3330_ビシャーチャ_飛び掛かる（遠距離）	take jump c3330_ Bishacha _ ( long distance )
c3330_ビシャーチャ_掴み投げ	throw grasp c3330_ Bishacha _
c3330_ビシャーチャ_飛び掛り投げ	throw pounce c3330_ Bishacha _
c3340_公使の黒犬_噛み付き１－１（歩き）	1-1 ( walk ) and biting black dog _ of c3340_ minister
c3340_公使の黒犬_飛び掛り１－１（歩き）	1-1 ( walk ) to pounce black dog _ of c3340_ minister
c3340_公使の黒犬_飛び掛り１－１（ダッシュから）	( from the dash) 1-1 pounce black dog _ of c3340_ minister
c3340_公使の黒犬_噛み付き１－２	1-2 biting black dog _ of c3340_ minister
c3340_公使の黒犬_飛び掛り１－２	1-2 pounce black dog _ of c3340_ minister
c3340_公使の黒犬_噛み付き１－１（ダッシュから）	( from the dash) 1-1 bite black dog _ of c3340_ minister
c3341_公使の炎犬_噛み付き１－１（歩き）	1-1 ( walk ) dog bite flame _ of c3341_ minister
c3341_公使の炎犬_飛び掛り１－１（歩き）	1-1 ( walk ) pounce flame dog _ of c3341_ minister
c3341_公使の炎犬_飛び掛り１－１（ダッシュから）	( from the dash) 1-1 pounce flame dog _ of c3341_ minister
c3341_公使の炎犬_炎を吐く	I spit fire dog _ flame of c3341_ minister
c3341_公使の炎犬_噛み付き１－２	1-2 bites dog _ flame of c3341_ minister
c3341_公使の炎犬_飛び掛り１－２	1-2 pounce flame dog _ of c3341_ minister
c3341_公使の炎犬_噛み付き１－１（ダッシュから）	( from the dash) 1-1 bites dog _ flame of c3341_ minister
c3350_動く樹_殴る（前）	It hit a tree _ move c3350_ ( before )
c3350_動く樹_殴る（後）	It hit a tree _ move c3350_ ( after )
c3350_動く樹_殴る（左）	hit a tree _ move c3350_ ( left )
c3350_動く樹_殴る（右）	hit a tree _ move c3350_ ( right )
c3370_木登りトカゲ_噛み付き（近）	The biting c3370_ tree climbing lizard _ ( near)
c3370_木登りトカゲ_連続噛み付き（近）(右蛇）	bite c3370_ tree climbing lizard _ Continuous ( near) ( right snake )
c3370_木登りトカゲ_連続噛み付き（近）(左蛇）	bite c3370_ tree climbing lizard _ Continuous ( near) ( Hidarihebi )
c3370_木登りトカゲ_噛み付き（遠）	The biting c3370_ tree climbing lizard _ and (far )
c3370_木登りトカゲ_連続噛み付き（遠）(右蛇）	bite c3370_ tree climbing lizard _ Continuous (far ) ( right snake )
c3370_木登りトカゲ_連続噛み付き（遠）(左蛇）	bite c3370_ tree climbing lizard _ Continuous (far ) ( Hidarihebi )
c3370_木登りトカゲ_木から噛み付き１	1 bite from c3370_ tree climbing tree lizard _
c3370_木登りトカゲ_木から噛み付き２(右蛇）	bite from c3370_ tree climbing tree lizard _ 2 ( right snake )
c3370_木登りトカゲ_木から噛み付き２(左蛇）	2 ( Hidarihebi ) bite from c3370_ tree climbing tree lizard _
c3370_木登りトカゲ_背面噛み付き(右蛇）	bite c3370_ tree climbing lizard _ back ( right snake )
c3370_木登りトカゲ_背面噛み付き(左蛇）	bite c3370_ tree climbing lizard _ back ( Hidarihebi )
c3380_大ヒル_噛み付き１	1 large bite c3380_ Hill _
c3380_大ヒル_噛み付き２	2 large bite c3380_ Hill _
c3380_大ヒル_飛び掛り	pounce c3380_ large Hill _
c3380_大ヒル_粘液を吐く	I spit a large c3380_ Hill _ mucus
c3390_穴掘りウジ虫_頭突き１	c3390_ burrowing maggots _ head-butting one
c3390_穴掘りウジ虫_頭突き２	c3390_ burrowing maggots _ head butt 2
c3390_穴掘りウジ虫_近距離に液を吐く	I spit the liquid to c3390_ burrowing maggots _ short distance
c3390_穴掘りウジ虫_遠距離に液を吐く	I spit the liquid to c3390_ burrowing maggots _ long distance
c3390_穴掘りウジ虫_近くに頭突き（地面）	to c3390_ burrowing maggots _ near head-butt ( ground )
c3390_穴掘りウジ虫_遠くに頭突き（地面）	to c3390_ burrowing maggots _ far head butt ( ground )
c3390_穴掘りウジ虫_根元に液を吐く（地面）	spit the liquid to c3390_ burrowing maggots _ root ( the ground)
c3390_穴掘りウジ虫_遠くに液を吐く（地面）	spit the liquid to c3390_ burrowing maggots _ far ( the ground)
c3390_穴掘りウジ虫_あごで捕まえる（地面）	The catch in c3390_ burrowing maggots _ jaw ( the ground)
c3390_穴掘りウジ虫（地面）ブンブン暴れる	c3390_ burrowing maggots I rage ( ground ) Boom Boom
c3390_穴掘りウジ虫_潰す・正面（壁）	The front - crush c3390_ burrowing maggots _ ( wall )
c3390_穴掘りウジ虫_頭を振り回す・正面（壁）	The front - wielding c3390_ burrowing maggots _ head ( wall )
c3390_穴掘りウジ虫_粘液を吐く（壁）	spit c3390_ burrowing maggots _ mucus ( wall )
c3390_穴掘りウジ虫_あごで捕まえる（壁）	The catch in c3390_ burrowing maggots _ jaw ( wall )
c3390_穴掘りウジ虫_頭を振り回す・右（壁）	Right - wielding c3390_ burrowing maggots _ head ( wall )
c3390_穴掘りウジ虫_頭を振り回す・左（壁）	The left - wielding c3390_ burrowing maggots _ head ( wall )
c3390_穴掘りウジ虫_頭突き・前（天井）	c3390_ burrowing maggots _ head-butt , before ( ceiling )
c3390_穴掘りウジ虫_頭突き・右（天井）	c3390_ burrowing maggots _ head butt and right ( ceiling )
c3390_穴掘りウジ虫_粘液・前（天井）	c3390_ burrowing maggots _ mucus - before ( ceiling )
c3390_穴掘りウジ虫_粘液・右（天井）	c3390_ burrowing maggots _ mucus and right ( ceiling )
c3390_穴掘りウジ虫_あごで捕まえる（天井）	The catch in c3390_ burrowing maggots _ jaw ( ceiling )
c3390_穴掘りウジ虫（天井）ブンブン暴れる	c3390_ burrowing maggots I rage ( ceiling ) Boom Boom
c3390_穴掘りウジ虫_（天井）頭突き・左	c3390_ burrowing maggots _ ( ceiling ) head-butting , left
c3390_穴掘りウジ虫_（天井）頭突き・後	c3390_ burrowing maggots _ ( ceiling ) and rear head-butting
c3390_穴掘りウジ虫_粘液・左（天井）	c3390_ burrowing maggots mucus _ Left ( ceiling )
c3390_穴掘りウジ虫_粘液・後ろ（天井）	c3390_ burrowing maggots _ mucus - post filtration ( ceiling )
c3390_穴掘りウジ虫_捕獲投げ（地面）	throw c3390_ burrowing maggots _ capture ( the ground)
c3390_穴掘りウジ虫_捕獲投げ（壁）	throw c3390_ burrowing maggots _ capture ( wall )
c3390_穴掘りウジ虫_捕獲投げ（天井）	throw c3390_ burrowing maggots _ capture ( ceiling )
c3390_穴掘りウジ虫_びっくりイベント用攻撃	c3390_ burrowing maggots _ surprise event for attack
c3400_クラグスパイダー子_引っ掻き１	1 scratching c3400_ Kuragusupaida-ko _
c3400_クラグスパイダー子_引っ掻き２	2 scratch c3400_ Kuragusupaida-ko _
c3400_クラグスパイダー子_マグマ触手（近距離１）	c3400_ Kuragusupaida-ko _ magma tentacle ( short-range 1)
c3400_クラグスパイダー子_マグマ触手（近距離２）	c3400_ Kuragusupaida-ko _ magma tentacles ( short-range 2 )
c3400_クラグスパイダー子_マグマ触手（遠距離１）	c3400_ Kuragusupaida-ko _ magma tentacle ( distance 1)
c3400_クラグスパイダー子_マグマ触手（遠距離２）	c3400_ Kuragusupaida-ko _ magma tentacles ( long distance 2 )
c3400_クラグスパイダー子_へその緒からマグマ	magma from c3400_ Kuragusupaida-ko _ umbilical cord
c3410_カエルエイ_舌攻撃１	c3410_ Kaeruei _ tongue attack 1
c3410_カエルエイ_舌攻撃・横	c3410_ Kaeruei _ tongue - side attack
c3410_カエルエイ_舌攻撃・遠距離	c3410_ Kaeruei _ tongue - distance attack
c3410_カエルエイ_舌攻撃１（水上）	c3410_ Kaeruei _ tongue attack 1 (water )
c3410_カエルエイ_舌攻撃・横（水上）	c3410_ Kaeruei _ tongue attack and horizontal (water )
c3410_カエルエイ_舌攻撃・遠距離（水上）	c3410_ Kaeruei _ tongue attack - distance (water )
c3410_カエルエイ_毒吐き（水上）	spitting c3410_ Kaeruei _ poison (water )
c3410_カエルエイ_飛びながら毒吐き（水上）	Spitting while flying c3410_ Kaeruei _ (water )
c3420_ドラゴンゾンビ_ブレス（正面）	c3420_ zombie dragon breath _ ( front )
c3420_ドラゴンゾンビ_ブレス（右）	c3420_ Dragon Zombie _ breath ( right )
c3420_ドラゴンゾンビ_ブレス（左）	c3420_ zombie dragon breath _ ( left )
c3420_ドラゴンゾンビ_殴る（右）	beat c3420_ Dragon Zombie _ ( right )
c3420_ドラゴンゾンビ_殴る（左）	beat c3420_ Dragon Zombie _ ( left )
c3420_ドラゴンゾンビ_殴る（右） その２	the ( right ) 2 Punching c3420_ Dragon Zombie _
c3420_ドラゴンゾンビ_噛み付く	Dragon zombie bite c3420_ _
c3420_ドラゴンゾンビ_突進（頭）	c3420_ Dragon Zombie _ Rush ( head )
c3420_ドラゴンゾンビ_突進（右手）	c3420_ Dragon Zombie _ Rush ( right )
c3420_ドラゴンゾンビ_突進（左手）	c3420_ Dragon Zombie _ Rush ( left hand )
c3420_ドラゴンゾンビ_突進（胴体）	c3420_ Dragon Zombie _ rush ( body )
c3420_ドラゴンゾンビ_突進フィニッシュ（胴体）	c3420_ Dragon Zombie _ rush finish ( body )
c3420_ドラゴンゾンビ_目覚める	wake up c3420_ Dragon Zombie _
c3420_ドラゴンゾンビ　正面ブレス	c3420_ Dragon zombie front breath
c3420_ドラゴンゾンビ　広角ブレス	c3420_ zombie dragon breath wide angle
ｃ3420_ドラゴンゾンビ_右手で払う	I pay in c3420_ Dragon zombie _ right
ｃ3420_ドラゴンゾンビ_左手で払う	I pay in c3420_ Dragon zombie _ left hand
c3420_ドラゴンゾンビ　浮遊して真下にブレス	The breath beneath with c3420_ Dragon zombie floating
c3420_ドラゴンゾンビ　浮遊して真下にブレス（子弾）	by c3420_ Dragon zombie floating beneath breath ( bomblets )
ｃ3420_ドラゴンゾンビ_浮遊して押しつぶす	The crush with c3420_ Dragon Zombie _ floating
ｃ3420_ドラゴンゾンビ_浮遊して押しつぶす(風圧)	The crush with c3420_ Dragon Zombie _ floating ( wind pressure )
ｃ3420_ドラゴンゾンビ_浮遊して押しつぶす(翼)	The crush with c3420_ Dragon Zombie _ floating ( wing )
ｃ3420_ドラゴンゾンビ(ｍ16専用)_右方向を払う	I pay (m16 only) _ right direction c3420_ Dragon zombie
ｃ3420_ドラゴンゾンビ(ｍ16専用)_正面に噛み付く	I bite c3420_ Dragon zombies (m16 only) _ front
ｃ3420_ドラゴンゾンビ(ｍ16専用)_左方向を払う	I pay (m16 only) _ left c3420_ Dragon zombie
c3420_ドラゴンゾンビ(ｍ16専用)　右方向にブレス	The dragon breath c3420_ zombies (m16 only) right direction
c3420_ドラゴンゾンビ(ｍ16専用)　正面にブレス	The dragon breath c3420_ zombies (m16 only) front
c3420_ドラゴンゾンビ(ｍ16専用)　左方向にブレス	The dragon breath c3420_ zombies (m16 only) left direction
c3421_ドラゴンゾンビ（下半身）_尻尾を振り回す１	1 -wielding ( lower body ) _ tail c3421_ Dragon zombie
c3421_ドラゴンゾンビ（下半身）_尻尾を振り回す１(右足)	1 ( right foot ) wielding ( lower body ) _ tail c3421_ Dragon zombie
c3421_ドラゴンゾンビ（下半身）_尻尾を振り回す２	2 wielding ( lower body ) _ tail c3421_ Dragon zombie
c3421_ドラゴンゾンビ（下半身）_尻尾を振り回す２(左足)	2 ( left foot ) wielding ( lower body ) _ tail c3421_ Dragon zombie
c3421_ドラゴンゾンビ（下半身）_踏みつけ・前	c3421_ Dragon Zombie ago · trampling ( lower body ) _
c3421_ドラゴンゾンビ（下半身）_踏みつけ・前(爆風)	c3421_ Dragon Zombie ago · trampling ( lower body ) _ ( blast )
c3421_ドラゴンゾンビ（下半身）_踏みつけ・足元(右足)	c3421_ Dragon Zombie foot - trampling ( lower body ) _ ( right foot )
c3421_ドラゴンゾンビ（下半身）_踏みつけ・足元(左足)	c3421_ Dragon Zombie foot - trampling ( lower body ) _ ( left foot )
c3421_ドラゴンゾンビ（下半身）_踏みつけ・足元(右爆風)	c3421_ Dragon Zombie foot - trampling ( lower body ) _ ( right blast )
c3421_ドラゴンゾンビ（下半身）_踏みつけ・足元(左爆風)	c3421_ Dragon Zombie foot - trampling ( lower body ) _ ( left blast )
c3421_ドラゴンゾンビ（下半身）_踏みつけ・右	c3421_ Dragon zombie right, trampling ( lower body ) _
c3421_ドラゴンゾンビ（下半身）_踏みつけ・右(爆風)	c3421_ Dragon zombie right, trampling ( lower body ) _ ( blast )
c3421_ドラゴンゾンビ（下半身）_踏みつけ・左	c3421_ Dragon zombie left and step on it ( lower body ) _
c3421_ドラゴンゾンビ（下半身）_踏みつけ・左(爆風)	c3421_ Dragon zombie left and step on it ( lower body ) _ ( blast )
c3421_ドラゴンゾンビ（下半身）_垂直大ジャンプ攻撃	c3421_ Dragon Zombie ( lower body ) _ large vertical jump attack
c3421_ドラゴンゾンビ（下半身）_垂直大ジャンプ攻撃(爆風)	c3421_ Dragon Zombie ( lower body ) _ large vertical jump attack ( blast )
c3421_ドラゴンゾンビ（下半身）_斜め前方ジャンプ攻撃	c3421_ Dragon Zombie ( lower body ) _ diagonally forward jump attack
c3421_ドラゴンゾンビ（下半身）_斜め前方ジャンプ攻撃(爆風)	c3421_ Dragon Zombie ( lower body ) _ diagonally forward jump attack ( blast )
c3421_ドラゴンゾンビ（下半身）_移動オブジェ破壊(右足)	c3421_ Dragon Zombie ( lower body ) _ moving object destruction ( right foot )
c3421_ドラゴンゾンビ（下半身）_移動オブジェ破壊(左足)	c3421_ Dragon Zombie ( lower body ) _ moving object destruction ( left foot )
c3430_ヘルカイト_橋に降りる_直撃	The direct hit _ get off to c3430_ Hellkite bridge _
c3430_ヘルカイト_橋に降りる_爆風	get off to c3430_ Hellkite bridge _ _ blast
